label	group	simpson	simpson_lci	simpson_hci	invsimpson	invsimpson_lci	invsimpson_hci	shannon	shannon_lci	shannon_hci	npshannon	sobs	chao	chao_lci	chao_hci	nseqs
0.03	DA1155	0.14994	0.144194	0.155686	6.669323	6.423165	6.935099	3.737433	3.701843	3.773023	3.744259	219	220.5	219.262085	227.585006	15534
0.03	DA1174	0.203928	0.200331	0.207526	4.903682	4.81867	4.991747	1.941202	1.92452	1.957885	1.943154	35	35.5	35.040234	41.213644	16649
0.03	DA1179	0.108521	0.106427	0.110615	9.21478	9.040337	9.396087	2.559004	2.540684	2.577323	2.562566	53	55.5	53.409254	68.271686	13204
0.03	DA1193	0.31416	0.304988	0.323333	3.183087	3.092786	3.278821	1.339282	1.305938	1.372626	1.349653	16	17.5	16.180377	28.473897	2521
0.03	DA1208	0.09565	0.093664	0.097637	10.454745	10.242063	10.676447	2.958458	2.938386	2.97853	2.962844	109	115.6	110.712849	134.431317	19940
0.03	DA1215	0.142171	0.139404	0.144938	7.033794	6.899507	7.173413	2.241962	2.226871	2.257053	2.244123	35	36	35.111496	43.968937	15401
0.03	DA1217	0.894199	0.879908	0.90849	1.118319	1.100727	1.136483	0.33232	0.29237	0.37227	0.340452	21	21.2	21.009808	25.078437	3367
0.03	DA1223	0.088873	0.086136	0.091609	11.252069	10.915981	11.60951	3.216427	3.193722	3.239132	3.221423	130	130.315789	130.024179	134.124372	17300
0.03	DA1227	0.201853	0.198443	0.205262	4.954109	4.871816	5.03923	2.051046	2.032104	2.069989	2.053215	56	56.142857	56.006302	59.238251	18679
0.03	DA1231	0.109597	0.10646	0.112734	9.12434	8.870471	9.393167	3.091103	3.069245	3.112962	3.095608	135	141	136.546461	158.278963	20941
0.03	DA1235	0.245381	0.236455	0.254306	4.075301	3.932267	4.229133	2.193498	2.16109	2.225906	2.199148	52	55	52.546723	68.461714	8840
0.03	DA1244	0.229963	0.226213	0.233714	4.348521	4.278736	4.420621	1.852619	1.836522	1.868715	1.854323	34	34.142857	34.006302	37.238251	19437
0.03	DA1249	0.004893	0.004567	0.005219	204.362143	191.603607	218.941028	5.762702	5.73244	5.792963	5.826826	515	530.225352	522.054834	547.858513	4414
0.03	DA1250	0.283758	0.276312	0.291204	3.524134	3.434025	3.619099	1.747732	1.715737	1.779728	1.758105	76	78.769231	76.563743	89.603067	8408
0.03	DA1251	0.139644	0.137016	0.142272	7.161074	7.0288	7.298421	2.333616	2.315443	2.351789	2.33607	43	43.857143	43.092143	50.973392	14586
0.03	DA1287	0.162799	0.158601	0.166997	6.142544	5.98812	6.305144	2.113812	2.090748	2.136877	2.118904	30	31.666667	30.232004	41.972994	7205
0.03	DA1306	0.181474	0.17629	0.186658	5.510437	5.357392	5.672484	2.615271	2.58585	2.644692	2.622234	120	122.117647	120.407162	131.013872	14362
0.03	DA1320	0.360682	0.352053	0.369311	2.772525	2.707745	2.840481	1.572069	1.549542	1.594595	1.57383	23	26	23.39133	45.998494	13249
0.03	DA1324	0.078772	0.07667	0.080874	12.69483	12.364914	13.042835	2.938503	2.912552	2.964453	2.94698	76	76.9375	76.122783	83.158184	7931
0.03	DA1335	0.205274	0.200422	0.210125	4.871548	4.759081	4.98946	2.086854	2.063073	2.110634	2.09141	59	65	60.32833	86.101695	12722
0.03	DA1359	0.164015	0.161038	0.166992	6.097004	5.988316	6.20971	2.118511	2.102198	2.134825	2.120795	41	41.142857	41.006302	44.238251	15828
0.03	DA1365	0.815486	0.808461	0.82251	1.226263	1.21579	1.236918	0.364891	0.352451	0.37733	0.367347	22	25.333333	22.503451	44.06988	18383
0.03	DA1369	0.472024	0.464057	0.479991	2.118535	2.083371	2.154906	1.419373	1.396067	1.442679	1.422394	62	63	62.12424	70.048964	20356
0.03	DA1370	0.167085	0.163573	0.170596	5.984988	5.861788	6.113478	2.585144	2.564938	2.605349	2.588263	100	100.375	100.03079	104.567166	25256
0.03	DA1384	0.165156	0.162793	0.167519	6.054887	5.969474	6.14278	2.178994	2.163781	2.194206	2.182405	55	56.5	55.239304	64.402256	22633
0.03	DA1388	0.188219	0.182834	0.193604	5.312955	5.16518	5.469436	2.307428	2.282554	2.332302	2.310704	57	57.375	57.027681	62.080142	12643
0.03	DA1399	0.177965	0.173637	0.182292	5.619096	5.485693	5.759148	2.496127	2.476465	2.515789	2.498855	71	76.142857	72.129558	94.415337	22580
0.03	DA1419	0.175634	0.17141	0.179859	5.693648	5.559926	5.83396	2.502056	2.469251	2.53486	2.517402	202	205.137931	202.777356	214.666799	12425
0.03	DA1428	0.141554	0.139249	0.143859	7.064462	6.95127	7.181402	2.41908	2.402859	2.4353	2.422618	78	80.333333	78.436286	90.479066	24410
0.03	DA1468	0.178227	0.173831	0.182623	5.610832	5.475774	5.752721	2.291204	2.265615	2.316793	2.295438	67	67.857143	67.092143	74.973392	12109
0.03	DA1475	0.197048	0.193677	0.200418	5.074908	4.98956	5.163227	1.871976	1.854891	1.889061	1.877329	41	44.111111	41.610554	56.852849	12400
0.03	DA1482	0.082836	0.081243	0.08443	12.072035	11.844183	12.308826	3.010333	2.989023	3.031643	3.016815	129	130.333333	129.215952	137.232295	16724
0.03	DA1483	0.432707	0.426631	0.438783	2.311033	2.279033	2.343944	1.384643	1.348899	1.420387	1.442752	287	319.939024	305.132354	346.836651	11851
0.03	DA1484	0.130613	0.127368	0.133859	7.656183	7.47056	7.851266	2.607832	2.584816	2.630847	2.611706	72	73.666667	72.254726	82.904971	13863
0.03	DA1497	0.089696	0.087666	0.091727	11.148756	10.901959	11.406985	2.810485	2.79274	2.82823	2.813264	65	65.090909	65.003405	67.427113	15370
0.03	DA1504	0.160984	0.15803	0.163938	6.211807	6.099885	6.327913	2.221098	2.203974	2.238222	2.224272	65	67.142857	65.343036	78.385874	19082
0.03	DA1513	0.873224	0.865922	0.880526	1.145181	1.135684	1.154838	0.398798	0.378529	0.419067	0.400895	25	25.75	25.066559	33.451092	15042
0.03	DA1514	0.17466	0.170915	0.178405	5.725416	5.605232	5.850867	2.399355	2.378884	2.419826	2.402697	83	88.142857	84.129558	106.415337	20651
0.03	DA1519	0.404033	0.3807	0.427367	2.475044	2.33991	2.626743	1.692239	1.621502	1.762976	1.710943	39	42.5	39.648617	57.886352	2271
0.03	DA1525	0.149321	0.145884	0.152759	6.696978	6.546274	6.854784	2.535651	2.513655	2.557648	2.540301	86	90.5	87.032478	105.613017	17061
0.03	DA1536	0.810354	0.80064	0.820069	1.234028	1.219409	1.249001	0.507932	0.48394	0.531925	0.513898	35	35.909091	35.109945	42.51694	11040
0.03	DA1545	0.133355	0.130713	0.135997	7.498769	7.353083	7.650345	2.468968	2.451989	2.485947	2.472966	68	71.75	68.841242	84.716348	19992
0.03	DA1563	0.073409	0.071588	0.075231	13.622241	13.292456	13.968807	3.1902	3.172516	3.207884	3.194892	118	125	119.965347	142.931989	21172
0.03	DA1580	0.158248	0.155087	0.161409	6.319207	6.195458	6.448001	2.435665	2.411651	2.459678	2.442834	122	128.5	123.813611	145.296062	16569
0.03	DA1609	0.160104	0.154092	0.166115	6.245957	6.019936	6.489612	2.731809	2.700609	2.763009	2.736807	87	88.875	87.293317	98.985748	10755
0.03	DA1621	0.179704	0.178076	0.181333	5.564695	5.514728	5.615577	1.871744	1.860001	1.883487	1.874643	39	39.076923	39.002698	41.192886	19104
0.03	DA1645	0.404891	0.393776	0.416007	2.469798	2.403806	2.539516	1.544905	1.514933	1.574877	1.549622	36	41.25	36.998395	63.606806	9596
0.03	DA1648	0.176233	0.172017	0.180449	5.674311	5.541735	5.813386	2.355268	2.333983	2.376552	2.359955	81	86.625	82.315172	105.05817	17587
0.03	DA1655	0.083774	0.08133	0.086218	11.936908	11.598538	12.295615	3.165798	3.143732	3.187864	3.17934	163	181.206897	170.691127	206.100454	16869
0.03	DA1657a	0.147098	0.143817	0.150379	6.798205	6.649879	6.9533	2.557802	2.536472	2.579131	2.559703	75	78	75.39133	97.998494	18049
0.03	DA1657b	0.294721	0.288931	0.300511	3.393042	3.327665	3.461039	1.70382	1.677569	1.73007	1.710352	58	62	58.85955	76.61439	11388
0.03	DA1673	0.11676	0.113841	0.119678	8.564597	8.355748	8.784154	2.840331	2.817638	2.863025	2.84339	99	99.090909	99.003405	101.427113	17103
0.03	DA1686	0.421048	0.416052	0.426044	2.375024	2.347173	2.403545	1.090109	1.07234	1.107877	1.091073	17	17	17	17	12400
0.03	DA1718	0.204761	0.200499	0.209022	4.883753	4.784186	4.987551	1.972767	1.953608	1.991926	1.974438	35	35.2	35.009808	39.078437	13754
0.03	DA1749	0.220692	0.216466	0.224919	4.531196	4.446045	4.619672	1.8931	1.870411	1.915789	1.896459	42	42.857143	42.092143	49.973392	11426
0.03	DA1752	0.765759	0.74362	0.787898	1.305894	1.269201	1.344772	0.547738	0.50138	0.594095	0.553399	13	13	13	0	2350
0.03	DA1779	0.055024	0.053756	0.056292	18.173914	17.764486	18.602659	3.360628	3.343581	3.377676	3.361991	81	82	81.093649	91.678164	17634
0.03	DA1810	0.111694	0.108908	0.114481	8.953014	8.735111	9.182067	2.705935	2.682869	2.729001	2.710427	72	74.333333	72.409807	85.285377	12607
0.03	DA1837	0.361015	0.351461	0.370568	2.769972	2.698561	2.845264	1.841465	1.809388	1.873542	1.845717	75	76.666667	75.232004	86.972994	11996
0.03	DA1904	0.146333	0.141468	0.151199	6.833717	6.613813	7.068746	3.243928	3.213378	3.274478	3.24741	140	146	141.32833	167.101695	16246
0.03	DA1918	0.192375	0.188723	0.196027	5.198179	5.101328	5.298779	2.28231	2.2621	2.302519	2.284974	75	76.111111	75.141918	83.699193	21727
0.03	DA1936	0.087069	0.084876	0.089262	11.485167	11.202971	11.781947	3.190543	3.16662	3.214465	3.198105	177	178.5	177.262085	185.585006	17636
0.03	DA1937	0.161365	0.15823	0.1645	6.197116	6.079013	6.319899	2.192536	2.176868	2.208203	2.195123	41	44	41.501496	58.946298	17969
0.03	DA1945	0.692206	0.682234	0.702177	1.444657	1.424141	1.465773	0.851856	0.826018	0.877694	0.854446	37	40.333333	37.503451	59.06988	13940
0.03	DA1960	0.247232	0.244873	0.249591	4.04478	4.006548	4.083748	1.678645	1.665043	1.692247	1.680593	47	48.666667	47.232004	58.972994	25913
0.03	DA1962	0.926512	0.920396	0.932628	1.079317	1.072239	1.086489	0.248508	0.230022	0.266993	0.25154	30	35	30.777869	62.13908	13445
0.03	DA1963	0.366632	0.357965	0.375299	2.727531	2.664543	2.79357	1.582785	1.558939	1.60663	1.584655	37	37	37	0	13419
0.03	DA1966	0.277302	0.271273	0.283332	3.606172	3.529432	3.686322	1.54458	1.523469	1.565691	1.548125	21	22.5	21.180377	33.473897	7929
0.03	DA1979	0.185689	0.182224	0.189154	5.385338	5.286688	5.48774	2.204709	2.186472	2.222947	2.20662	44	46	44.286466	57.963265	19884
0.03	DA1993	0.506435	0.501522	0.511348	1.974587	1.955614	1.993932	0.79605	0.784896	0.807203	0.797656	15	15.25	15.013038	19.793627	15439
0.03	DA2014	0.128558	0.122912	0.134204	7.778603	7.451353	8.135919	2.469831	2.433981	2.505681	2.475426	35	35.6	35.050626	42.11091	3806
0.03	DA2043	0.474375	0.465681	0.483069	2.108036	2.070098	2.147391	1.049168	1.02615	1.072187	1.052902	25	26.2	25.138909	35.366469	9469
0.03	DA2045	0.086231	0.083432	0.08903	11.596747	11.232179	11.985774	3.135201	3.108066	3.162335	3.144458	123	126.473684	123.8318	137.506478	11418
0.03	DA2047	0.178649	0.174864	0.182434	5.597568	5.481441	5.718721	2.405452	2.383677	2.427227	2.40924	80	83.272727	80.685137	95.632987	19771
0.03	DA2058	0.139579	0.136991	0.142167	7.164385	7.033958	7.29974	2.572846	2.551999	2.593693	2.575847	86	89.5	86.648617	104.886352	19534
0.03	DA2059a	0.208245	0.205571	0.210919	4.802037	4.741155	4.864503	1.839362	1.824567	1.854156	1.841681	31	41.5	33.03458	85.188088	18313
0.03	DA2059b	0.148718	0.142814	0.154622	6.724135	6.467387	7.002112	2.750981	2.72091	2.781051	2.758056	83	83.352941	83.028287	87.403737	10177
0.03	DA2063	0.129806	0.127129	0.132484	7.70378	7.548095	7.866022	2.66524	2.641764	2.688716	2.673238	112	115.791667	112.978872	126.687049	16259
0.03	DA2072a	0.111563	0.109681	0.113446	8.963532	8.814803	9.117365	2.556111	2.538665	2.573557	2.558824	75	76.666667	75.232004	86.972994	17693
0.03	DA2072b	0.070701	0.069252	0.07215	14.144036	13.859974	14.439986	3.178434	3.159243	3.197626	3.184574	140	141.714286	140.311751	149.426667	19225
0.03	DA2095	0.916119	0.909913	0.922326	1.091561	1.084216	1.099006	0.276087	0.257827	0.294347	0.280627	36	37	36.12424	44.048964	14670
0.03	DA2102	0.580295	0.573283	0.587307	1.723263	1.702688	1.74434	0.753052	0.736203	0.769901	0.75705	39	43.2	39.789764	61.335782	14968
0.03	DA2245	0.111256	0.10916	0.113352	8.988305	8.822104	9.16089	2.538749	2.521387	2.556112	2.541997	53	53.6	53.058275	59.177581	14674
0.03	DA2263_s	0.083856	0.081486	0.086227	11.925171	11.597324	12.272093	3.223752	3.195262	3.252242	3.229992	136	141	137.215104	156.574366	12255
0.03	DA2263a	0.146393	0.142858	0.149927	6.83095	6.669933	6.999934	2.504456	2.484162	2.524751	2.508194	71	71.714286	71.080065	77.372396	17479
0.03	DA2263b	0.893981	0.88638	0.901582	1.118592	1.109161	1.128184	0.365633	0.342174	0.389092	0.369779	38	39.666667	38.232004	49.972994	12026
0.03	DA2267	0.094931	0.092369	0.097492	10.534019	10.25721	10.826183	3.170768	3.150198	3.191338	3.174805	132	132.9375	132.122783	139.158184	21837
0.03	DA2276	0.882882	0.875482	0.890282	1.132655	1.12324	1.142228	0.330906	0.312366	0.349447	0.335144	24	52	31.406885	129.847468	13481
0.03	DA2347	0.177288	0.172043	0.182533	5.640539	5.478455	5.812506	2.928066	2.901333	2.954798	2.935251	150	159	152.880432	178.120778	19684
0.03	DA2355	0.140498	0.137802	0.143194	7.117541	6.983543	7.256782	2.245943	2.231135	2.260751	2.248279	33	54	38.06472	120.072926	15377
0.03	DA2363	0.169989	0.165278	0.174701	5.882721	5.724078	6.050408	2.274586	2.254199	2.294972	2.280054	54	56.545455	54.483833	67.391697	13492
0.03	DA2430_s	0.239751	0.235414	0.244087	4.171002	4.096902	4.247832	1.876822	1.855659	1.897985	1.88018	49	51.5	49.409254	64.271686	14874
0.03	DA2444	0.145081	0.140937	0.149225	6.892698	6.701275	7.095379	2.383788	2.35804	2.409537	2.391222	55	66	57.743865	99.098377	8711
0.03	DA2559	0.329697	0.324363	0.33503	3.03309	2.984805	3.082964	1.755472	1.733907	1.777037	1.758842	81	83.1	81.361797	93.189165	23117
0.03	DA2699	0.511609	0.500536	0.522683	1.954616	1.913206	1.997858	1.592752	1.555713	1.629792	1.598344	91	95	91.807967	110.802788	12279
0.03	DA2710	0.112218	0.110576	0.113859	8.911259	8.782774	9.043559	2.54841	2.533454	2.563366	2.551161	77	78.363636	77.199005	86.344	23501
0.03	DA2763	0.079513	0.078355	0.080671	12.576542	12.396034	12.762385	2.897612	2.882755	2.912469	2.903578	124	128.136364	125.085619	139.760141	24690
0.03	DA2764	0.157711	0.148906	0.166515	6.34073	6.005462	6.715645	2.395034	2.346438	2.443629	2.409466	49	50	49.12424	57.048964	2946
0.03	DA2766	0.143965	0.140729	0.147201	6.946122	6.793428	7.105838	2.423245	2.399035	2.447454	2.428813	67	69.8	67.540907	81.494168	11763
0.03	DA2792	0.481105	0.470574	0.491636	2.078547	2.034024	2.125063	1.226854	1.20135	1.252358	1.229103	26	27	26.093649	36.678164	11081
0.03	DA2797	0.835692	0.827041	0.844344	1.196613	1.184352	1.20913	0.339906	0.324136	0.355677	0.341906	14	14.333333	14.018627	19.964957	11545
0.03	DA2803	0.110259	0.107476	0.113043	9.069523	8.846204	9.30441	2.695164	2.675988	2.71434	2.698156	57	79.5	62.231626	153.767241	15533
0.03	DA2819	0.219412	0.213627	0.225196	4.557642	4.440568	4.681055	2.176098	2.153319	2.198876	2.180749	72	74.545455	72.483833	85.391697	15899
0.03	DA2822	0.222693	0.21743	0.227956	4.490492	4.386816	4.599188	2.188985	2.16763	2.210341	2.192232	61	63.1	61.361797	73.189165	19042
0.03	DA2826	0.189431	0.184897	0.193966	5.278963	5.155553	5.408427	1.946497	1.926678	1.966315	1.949185	22	22.75	22.066559	30.451092	8425
0.03	DA2830	0.371962	0.363261	0.380662	2.68845	2.626999	2.752845	1.460544	1.438458	1.482629	1.463341	30	45	33.243414	99.371338	12331
0.03	DA2832	0.137167	0.134252	0.140082	7.290384	7.138671	7.448686	2.554629	2.534535	2.574724	2.559098	80	85	81.158798	101.574089	18157
0.03	DA2840	0.059474	0.058341	0.060607	16.814085	16.499792	17.140584	3.357557	3.338629	3.376484	3.363168	164	166.8125	164.600595	177.170531	20715
0.03	DA2845	0.059209	0.057497	0.060921	16.889246	16.414645	17.392109	3.419322	3.394368	3.444276	3.424408	124	124.545455	124.051357	129.793164	11581
0.03	DA2850	0.611762	0.601489	0.622034	1.634623	1.607628	1.662541	0.67206	0.654657	0.689463	0.67651	15	16.2	15.138909	25.366469	8505
0.03	DA2851	0.932275	0.926506	0.938043	1.072645	1.066049	1.079323	0.246998	0.228295	0.265702	0.250422	32	34	32.286466	45.963265	14115
0.03	DA2852	0.608647	0.599568	0.617726	1.642988	1.618841	1.667867	0.726039	0.709624	0.742453	0.729184	23	23.5	23.040234	29.213644	12613
0.03	DA2867	0.151294	0.148106	0.154483	6.609641	6.473217	6.751939	2.358223	2.338617	2.377829	2.361639	60	65.6	61.15542	87.141645	16286
0.03	DA2869	0.109711	0.107621	0.1118	9.114869	8.944514	9.291839	2.658755	2.639951	2.677559	2.662966	73	76.272727	73.685137	88.632987	17133
0.03	DA2870	0.702189	0.687255	0.717124	1.424118	1.39446	1.455065	0.784117	0.748241	0.819993	0.789514	24	27.333333	24.503451	46.06988	6093
0.03	DA2871	0.237687	0.232812	0.242563	4.207212	4.122647	4.295319	2.003471	1.984518	2.022425	2.007635	52	63.142857	55.055782	92.632236	20206
0.03	DA2875	0.532442	0.522148	0.542736	1.878138	1.842515	1.915165	1.100183	1.076545	1.123821	1.102161	20	20.25	20.013038	24.793627	12232
0.03	DA2879	0.104717	0.10248	0.106954	9.549544	9.349799	9.758009	2.548836	2.529609	2.568063	2.553462	48	52.2	48.789764	70.335782	10371
0.03	DA2894	0.319489	0.312195	0.326784	3.129994	3.060125	3.203128	1.750191	1.726341	1.77404	1.754032	51	52.666667	51.254726	61.904971	14951
0.03	DA2905	0.249215	0.245371	0.253059	4.012598	3.951653	4.075453	1.838934	1.823327	1.85454	1.841797	47	54.5	48.773815	78.711318	25464
0.03	DA2909	0.126859	0.121253	0.132465	7.882773	7.549185	8.247205	2.720457	2.688333	2.752581	2.729043	68	75.857143	69.961855	99.467512	7022
0.03	DA2910	0.645515	0.6364	0.65463	1.54915	1.52758	1.571338	0.656483	0.640778	0.672189	0.65882	14	24	15.903012	66.548288	12813
0.03	DA2911	0.098273	0.09586	0.100686	10.175697	9.931827	10.431844	3.13062	3.107812	3.153428	3.139313	182	188.576923	184.081334	202.782788	20380
0.03	DA2932	0.452603	0.448203	0.457004	2.20944	2.188165	2.231134	1.024297	1.010672	1.037922	1.02708	34	43	36.002307	74.453337	23075
0.03	DA2938	0.500584	0.498501	0.502667	1.997667	1.989388	2.006014	0.738918	0.732704	0.745132	0.740432	15	20	15.777869	47.13908	25789
0.03	DA2939	0.115295	0.111044	0.119546	8.673422	8.36501	9.005446	3.495995	3.461705	3.530286	3.506117	263	267.8	264.358893	279.954972	14561
0.03	DA2940	0.14145	0.136208	0.146692	7.069628	6.816993	7.341709	2.782285	2.756011	2.808558	2.785624	72	74	72.286466	85.963265	12252
0.03	DA2942	0.093448	0.091591	0.095305	10.701178	10.492656	10.918156	2.949968	2.93027	2.969667	2.95508	120	131.666667	123.454231	159.404169	20083
0.03	DA2946	0.142313	0.135438	0.149189	7.026754	6.702926	7.383458	2.759066	2.715717	2.802416	2.775408	108	109.647059	108.283809	117.558544	5636
0.03	DA2960	0.04547	0.044331	0.046609	21.992728	21.455277	22.557798	3.527333	3.506685	3.547981	3.533587	120	122.153846	120.396131	131.710912	12522
0.03	DA2997	0.323628	0.317322	0.329934	3.089969	3.030911	3.151373	1.745095	1.72611	1.76408	1.749231	55	62.333333	56.914018	83.096803	22124
0.03	DA3027a	0.143934	0.139955	0.147914	6.947607	6.760669	7.145177	2.704575	2.681424	2.727727	2.709459	88	90.153846	88.396131	99.710912	17009
0.03	DA3027b	0.10339	0.100903	0.105877	9.672147	9.444959	9.910534	2.995016	2.973089	3.016943	3.000476	127	134.583333	129.141066	153.859027	19056
0.03	DA3035	0.134586	0.128059	0.141114	7.430167	7.086492	7.808876	2.558479	2.523305	2.593652	2.570486	57	58.75	57.290046	67.558671	5063
0.03	DA3081	0.140002	0.135556	0.144448	7.142763	6.922915	7.377032	2.571123	2.549012	2.593235	2.5727	50	50.333333	50.018627	55.964957	13017
0.03	DA3091	0.926935	0.913123	0.940747	1.078824	1.062985	1.095142	0.25357	0.210923	0.296217	0.269994	22	29.5	23.32254	64.5318	2627
0.03	DA3108	0.090964	0.088705	0.093224	10.993328	10.726855	11.273378	3.072997	3.051921	3.094073	3.077568	117	124.333333	118.914018	145.096803	18794
0.03	DA3137	0.129924	0.126358	0.133491	7.696803	7.49117	7.914044	2.660154	2.63507	2.685238	2.665146	80	81.363636	80.199005	89.344	12402
0.03	DA3139	0.339017	0.332857	0.345178	2.949702	2.89706	3.004293	1.86575	1.843176	1.888324	1.869253	94	98.5	94.978362	114.697853	24090
0.03	DA3143	0.679541	0.671257	0.687824	1.471583	1.453859	1.489743	0.591482	0.576759	0.606205	0.594214	18	25.5	19.32254	60.5318	15017
0.03	DA3173	0.164425	0.161127	0.167724	6.081785	5.962188	6.206278	2.354722	2.33385	2.375595	2.362351	108	111.545455	108.878882	122.302547	18536
0.03	DA3185	0.108647	0.105365	0.111929	9.204114	8.934263	9.490774	2.949127	2.927986	2.970268	2.9521	94	94.666667	94.066885	100.644916	17573
0.03	DA3215	0.099919	0.097531	0.102306	10.008145	9.7746	10.253123	2.978168	2.959666	2.996669	2.982681	112	115.4375	112.793112	126.898778	23089
0.03	DA3215_O	0.092817	0.090433	0.0952	10.773939	10.504241	11.057852	2.924046	2.899495	2.948596	2.930187	102	104.545455	102.483833	115.391697	12361
0.03	DA3215_OS	0.138349	0.134353	0.142345	7.228084	7.025181	7.443056	3.856621	3.828367	3.884875	3.860984	325	327.391304	325.510361	336.204502	27505
0.03	DA3215_P	0.140539	0.135962	0.145116	7.115477	6.891045	7.355021	2.60659	2.578223	2.634957	2.613672	82	83.75	82.306428	91.994199	10419
0.03	DA3215_X	0.106346	0.104363	0.108329	9.403246	9.231137	9.581895	2.83842	2.821854	2.854986	2.842194	118	125.583333	120.141066	144.859027	28823
0.03	DA3216	0.010303	0.009916	0.01069	97.055787	93.542741	100.842999	5.411154	5.3886	5.433708	5.426261	605	610.06	606.624967	620.756385	15816
0.03	DA3216_OS	0.016647	0.015688	0.017606	60.072565	56.800368	63.744823	5.171162	5.147883	5.194441	5.1818	407	415.903226	410.180908	431.919751	14204
0.03	DA3217	0.529172	0.520953	0.537391	1.889745	1.860842	1.91956	1.159384	1.139696	1.179073	1.165429	56	65.1	58.591034	87.960209	20407
0.03	DA3239	0.593343	0.581925	0.604762	1.685365	1.653544	1.718435	0.884204	0.860592	0.907816	0.88862	23	25.5	23.368021	39.982713	9782
0.03	DA3240	0.411384	0.401905	0.420864	2.430816	2.376065	2.48815	1.549366	1.518894	1.579839	1.554074	65	68.75	65.6386	87.020811	11673
0.03	DA3243	0.195768	0.191636	0.199899	5.108092	5.002517	5.218219	2.020895	2.003524	2.038266	2.022775	30	35	30.777869	62.13908	15298
0.03	DA3243_X	0.131609	0.128017	0.1352	7.598288	7.396438	7.811464	2.955899	2.929052	2.982745	2.963165	183	186	183.697063	195.911312	18150
0.03	DA3260_P	0.079024	0.07715	0.080897	12.654435	12.361359	12.961746	3.066522	3.046497	3.086547	3.071601	105	108.461538	105.767274	120.616656	16509
0.03	DA3260_X	0.105559	0.103074	0.108044	9.473384	9.255487	9.701788	2.881859	2.864064	2.899654	2.8865	110	115.076923	111.287521	130.019205	23293
0.03	DA3298	0.098617	0.095603	0.101632	10.140203	9.83941	10.459966	2.869542	2.844418	2.894666	2.874248	72	73.111111	72.141918	80.699193	10378
0.03	DA3299	0.913939	0.906418	0.921459	1.094165	1.085235	1.103243	0.26863	0.247843	0.289417	0.273107	24	24.857143	24.092143	31.973392	10178
0.03	DA3376	0.230504	0.225752	0.235256	4.338318	4.250688	4.429636	1.939101	1.91613	1.962072	1.94558	69	73.5	70.032478	88.613017	13707
0.03	R1_A	0.17485	0.171469	0.178231	5.719186	5.610686	5.831965	2.09796	2.083247	2.112673	2.102607	46	56.111111	48.885436	81.431239	19392
0.03	R1_B	0.20879	0.204053	0.213528	4.789497	4.683235	4.900693	2.082939	2.065854	2.100024	2.08677	48	53	49.158798	69.574089	19755
0.03	R1_C	0.100465	0.098509	0.102422	9.953678	9.763572	10.151334	3.231797	3.214846	3.248747	3.24511	366	400.5	384.781374	429.373959	43035
0.03	R1_D	0.044092	0.042869	0.045315	22.679901	22.067632	23.327114	3.822851	3.796763	3.848939	3.848692	301	329.518519	315.518518	357.018521	13911
0.03	R1_E	0.037148	0.036271	0.038025	26.919357	26.298539	27.570194	3.958431	3.937854	3.979008	3.975517	298	327.117647	312.761222	355.436802	19778
0.03	R1_F	0.034016	0.033438	0.034594	29.398055	28.907076	29.906	3.968494	3.954604	3.982385	3.977028	305	360.034483	333.237704	412.260645	37735
0.03	R2_A	0.930573	0.925488	0.935658	1.074607	1.068767	1.080511	0.223935	0.208623	0.239248	0.235923	66	79.8	71.10226	103.324636	18229
0.03	R2_B	0.94608	0.941773	0.950387	1.056993	1.052203	1.061827	0.187975	0.174199	0.201752	0.196634	57	68.4	60.784589	91.33926	20370
0.03	R2_C	0.058711	0.057478	0.059944	17.032608	16.682241	17.398008	3.335273	3.31504	3.355506	3.346041	151	160.857143	154.560398	178.290003	16536
0.03	R2_E	0.079854	0.076417	0.083292	12.522782	12.005918	13.086151	3.112794	3.077847	3.14774	3.134212	109	121.352941	113.299041	144.495161	5866
0.03	R2_F	0.11942	0.117455	0.121386	8.373774	8.238212	8.513873	2.412807	2.395801	2.429814	2.424444	87	116	98.611018	159.431204	15007
0.03	R3_A	0.175766	0.173445	0.178087	5.689389	5.615235	5.765527	2.010258	1.997744	2.022771	2.014886	63	69.5	64.813611	86.296062	25410
0.03	R3_B	0.164982	0.163363	0.166601	6.061266	6.002365	6.121334	2.045278	2.035801	2.054755	2.04961	73	108.1	86.412765	164.853542	40174
0.03	R3_D	0.056738	0.055402	0.058074	17.624831	17.219477	18.04973	3.484408	3.464777	3.504038	3.497034	206	242.666667	223.468481	282.964015	20196
0.03	R3_E	0.059265	0.057874	0.060656	16.873267	16.486362	17.278769	3.472035	3.451081	3.492989	3.488064	229	299.384615	265.588803	364.396453	19234
0.03	R3_F	0.073508	0.07154	0.075477	13.60388	13.249051	13.978237	3.354132	3.333441	3.374823	3.363411	186	210.473684	196.137642	245.082894	20655
0.03	R4_A	0.128674	0.12438	0.132968	7.771582	7.520631	8.039859	2.698091	2.675692	2.72049	2.70444	73	76.928571	73.926356	89.660636	13362
0.03	R4_B	0.113084	0.110957	0.115211	8.842973	8.679702	9.012505	2.737252	2.721408	2.753096	2.740776	87	102	91.419193	137.914271	27190
0.03	R4_C	0.045981	0.04518	0.046782	21.748126	21.375579	22.13389	3.48953	3.473805	3.505255	3.49764	155	173	162.142009	200.365389	21840
