OTU	Size	Taxonomy	taxname	phylum
Otu00834	95	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Sarcina(100);	Otu00834_Sarcina	Firmicutes
Otu00835	59	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(99);unclassified(99);	Otu00835_Intrasporangiaceae	Actinobacteria
Otu00836	42	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);	Otu00836_Myxococcales	Proteobacteria
Otu00837	46	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(92);unclassified(92);unclassified(92);	Otu00837_Myxococcales	Proteobacteria
Otu00838	136	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Rikenellaceae(100);Alistipes(100);	Otu00838_Alistipes	Bacteroidetes
Otu00839	15	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(87);unclassified(87);	Otu00839_Lachnospiraceae	Firmicutes
Otu00840	9	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00840_Ruminococcaceae	Firmicutes
Otu00841	116	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(96);	Otu00841_Clostridium_XlVa	Firmicutes
Otu00842	20	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00842_Bacteria	unclassified
Otu00843	10	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu00843_Streptococcus	Firmicutes
Otu00844	438	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Slackia(100);	Otu00844_Slackia	Actinobacteria
Otu00845	24	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Asticcacaulis(100);	Otu00845_Asticcacaulis	Proteobacteria
Otu00846	59	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);	Otu00846_Myxococcales	Proteobacteria
Otu00847	52	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00847_Bacteria	unclassified
Otu00848	93	Bacteria(100);Firmicutes(100);Clostridia(91);Clostridiales(91);unclassified(91);unclassified(91);	Otu00848_Clostridiales	Firmicutes
Otu00849	728	Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Campylobacteraceae(100);Campylobacter(100);	Otu00849_Campylobacter	Proteobacteria
Otu00850	60	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);	Otu00850_Rhizobiales	Proteobacteria
Otu00851	81	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);	Otu00851_Chitinophagaceae	Bacteroidetes
Otu00852	19	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(100);	Otu00852_Acetobacteraceae	Proteobacteria
Otu00853	7	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100);	Otu00853_Roseburia	Firmicutes
Otu00854	18	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp17(100);Gp17(100);unclassified(100);unclassified(100);	Otu00854_Gp17	Acidobacteria
Otu00855	65	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);	Otu00855_Actinomycetales	Actinobacteria
Otu00856	19	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);unclassified(100);unclassified(100);	Otu00856_Lactobacillales	Firmicutes
Otu00857	255	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Oribacterium(100);	Otu00857_Oribacterium	Firmicutes
Otu00858	7	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(72);	Otu00858_Lachnospiraceae	Firmicutes
Otu00859	54	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00859_Bacteria	unclassified
Otu00860	20	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Gaiellales(100);Gaiellaceae(100);Gaiella(100);	Otu00860_Gaiella	Actinobacteria
Otu00861	26	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00861_Bacteria	unclassified
Otu00862	58	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(97);unclassified(97);unclassified(97);	Otu00862_Acidimicrobiales	Actinobacteria
Otu00863	26	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00863_Ruminococcaceae	Firmicutes
Otu00864	67	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00864_Planctomycetaceae	Planctomycetes
Otu00865	6	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(84);	Otu00865_Veillonella	Firmicutes
Otu00866	148	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Sphingobacteriaceae(100);unclassified(69);	Otu00866_Sphingobacteriaceae	Bacteroidetes
Otu00867	53	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Rhodospirillaceae(100);unclassified(100);	Otu00867_Rhodospirillaceae	Proteobacteria
Otu00868	73	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00868_Bacteria	unclassified
Otu00869	4	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Akkermansia(100);	Otu00869_Akkermansia	Verrucomicrobia
Otu00870	161	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Anaerorhabdus(100);	Otu00870_Anaerorhabdus	Bacteroidetes
Otu00871	4	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Akkermansia(100);	Otu00871_Akkermansia	Verrucomicrobia
Otu00872	56	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(97);unclassified(97);unclassified(97);	Otu00872_Alphaproteobacteria	Proteobacteria
Otu00873	131	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00873_Bacteria	unclassified
Otu00874	247	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Leuconostocaceae(100);Leuconostoc(100);	Otu00874_Leuconostoc	Firmicutes
Otu00875	24	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00875_Ruminococcaceae	Firmicutes
Otu00876	35	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Actinomycetaceae(100);Actinomyces(100);	Otu00876_Actinomyces	Actinobacteria
Otu00877	12	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu00877_Lachnospiraceae	Firmicutes
Otu00878	38	Bacteria(100);unclassified(72);unclassified(72);unclassified(72);unclassified(72);unclassified(72);	Otu00878_Bacteria	unclassified
Otu00879	83	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);	Otu00879_Chitinophagaceae	Bacteroidetes
Otu00880	8	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia/Shigella(100);	Otu00880_Escherichia	Proteobacteria
Otu00881	71	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00881_Bacteria	unclassified
Otu00882	85	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00882_Bacteroidetes	Bacteroidetes
Otu00883	743	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00883_Ruminococcaceae	Firmicutes
Otu00884	80	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Gp3(98);unclassified(98);unclassified(98);	Otu00884_Gp3	Acidobacteria
Otu00885	22	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(91);unclassified(91);	Otu00885_Prevotellaceae	Bacteroidetes
Otu00886	20	Bacteria(100);Armatimonadetes(100);Armatimonadia(100);Armatimonadales(100);Armatimonadaceae(100);Armatimonas/Armatimonadetes_gp1(100);	Otu00886_Armatimonas	Armatimonadetes
Otu00887	89	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Prevotellaceae(100);Prevotella(100);	Otu00887_Prevotella	Bacteroidetes
Otu00888	10	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Streptococcaceae(100);Streptococcus(100);	Otu00888_Streptococcus	Firmicutes
Otu00889	835	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00889_Bacteroidetes	Bacteroidetes
Otu00890	38	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Candidatus_Solibacter(100);unclassified(100);unclassified(100);	Otu00890_Candidatus_Solibacter	Acidobacteria
Otu00891	11	Bacteria(100);Fusobacteria(100);Fusobacteriia(100);Fusobacteriales(100);Fusobacteriaceae(100);Fusobacterium(100);	Otu00891_Fusobacterium	Fusobacteria
Otu00892	12	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptostreptococcaceae(100);Clostridium_XI(100);	Otu00892_Clostridium_XI	Firmicutes
Otu00893	71	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Rhodospirillaceae(71);unclassified(71);	Otu00893_Rhodospirillaceae	Proteobacteria
Otu00894	119	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Comamonadaceae(63);unclassified(63);	Otu00894_Comamonadaceae	Proteobacteria
Otu00895	16	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00895_Bacteroidetes	Bacteroidetes
Otu00896	212	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00896_Planctomycetaceae	Planctomycetes
Otu00897	55	Bacteria(100);Planctomycetes(99);Planctomycetia(99);Planctomycetales(99);Planctomycetaceae(99);unclassified(99);	Otu00897_Planctomycetaceae	Planctomycetes
Otu00898	50	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(98);unclassified(98);	Otu00898_Ruminococcaceae	Firmicutes
Otu00899	13	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu00899_Bacteroides	Bacteroidetes
Otu00900	134	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00900_Ruminococcaceae	Firmicutes
Otu00901	21	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);unclassified(67);	Otu00901_Micrococcaceae	Actinobacteria
Otu00902	12	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00902_Bacteroidetes	Bacteroidetes
Otu00903	8	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Escherichia/Shigella(100);	Otu00903_Escherichia	Proteobacteria
Otu00904	12	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);unclassified(84);unclassified(84);unclassified(84);	Otu00904_Acidobacteria_Gp3	Acidobacteria
Otu00905	404	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Paenibacillaceae_1(100);Paenibacillus(100);	Otu00905_Paenibacillus	Firmicutes
Otu00906	115	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(98);	Otu00906_Ruminococcaceae	Firmicutes
Otu00907	30	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00907_Planctomycetaceae	Planctomycetes
Otu00908	8	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);unclassified(100);	Otu00908_Veillonellaceae	Firmicutes
Otu00909	13	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu00909_Lachnospiraceae	Firmicutes
Otu00910	69	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00910_Bacteria	unclassified
Otu00911	40	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00911_Clostridiales	Firmicutes
Otu00912	16	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);unclassified(94);	Otu00912_Lactobacillaceae	Firmicutes
Otu00913	65	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00913_Bacteria	unclassified
Otu00914	13	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);unclassified(100);unclassified(100);	Otu00914_Rhodospirillales	Proteobacteria
Otu00915	472	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);Providencia(100);	Otu00915_Providencia	Proteobacteria
Otu00916	62	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00916_Planctomycetaceae	Planctomycetes
Otu00917	313	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00917_Bacteria	unclassified
Otu00918	75	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(98);unclassified(98);unclassified(98);	Otu00918_Alphaproteobacteria	Proteobacteria
Otu00919	84	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00919_Planctomycetaceae	Planctomycetes
Otu00920	52	Bacteria(100);Armatimonadetes(100);Armatimonadia(100);Armatimonadales(100);Armatimonadaceae(100);Armatimonas/Armatimonadetes_gp1(100);	Otu00920_Armatimonas	Armatimonadetes
Otu00921	9	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Dialister(100);	Otu00921_Dialister	Firmicutes
Otu00922	126	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Intrasporangiaceae(100);unclassified(100);	Otu00922_Intrasporangiaceae	Actinobacteria
Otu00923	100	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);	Otu00923_Chitinophagaceae	Bacteroidetes
Otu00924	31	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Gp3(100);unclassified(100);unclassified(100);	Otu00924_Gp3	Acidobacteria
Otu00925	82	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);Polyangiaceae(100);unclassified(100);	Otu00925_Polyangiaceae	Proteobacteria
Otu00926	63	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu00926_Deltaproteobacteria	Proteobacteria
Otu00927	215	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00927_Clostridiales	Firmicutes
Otu00928	41	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu00928_Betaproteobacteria	Proteobacteria
Otu00929	10	Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu00929_Actinobacteria	Actinobacteria
Otu00930	69	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00930_Ruminococcaceae	Firmicutes
Otu00931	187	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);	Otu00931_Clostridium_sensu_stricto	Firmicutes
Otu00932	210	Bacteria(100);Firmicutes(100);Erysipelotrichia(100);Erysipelotrichales(100);Erysipelotrichaceae(100);Solobacterium(100);	Otu00932_Solobacterium	Firmicutes
Otu00933	64	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00933_Planctomycetaceae	Planctomycetes
Otu00934	129	Bacteria(100);Firmicutes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00934_Firmicutes	Firmicutes
Otu00935	91	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);Veillonella(99);	Otu00935_Veillonella	Firmicutes
Otu00936	155	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00936_Bacteroidetes	Bacteroidetes
Otu00937	77	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Hyphomicrobiaceae(100);Hyphomicrobium(100);	Otu00937_Hyphomicrobium	Proteobacteria
Otu00938	35	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);unclassified(100);unclassified(100);unclassified(100);	Otu00938_Acidobacteria_Gp3	Acidobacteria
Otu00939	98	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Butyricicoccus(100);	Otu00939_Butyricicoccus	Firmicutes
Otu00940	10	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Xanthomonadales(100);Xanthomonadaceae(100);unclassified(100);	Otu00940_Xanthomonadaceae	Proteobacteria
Otu00941	29	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00941_Bacteria	unclassified
Otu00942	5	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Roseburia(100);	Otu00942_Roseburia	Firmicutes
Otu00943	73	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00943_Bacteria	unclassified
Otu00944	7	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Sphingomonadales(100);Sphingomonadaceae(100);unclassified(100);	Otu00944_Sphingomonadaceae	Proteobacteria
Otu00945	13	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Neisseriales(100);Neisseriaceae(100);Kingella(100);	Otu00945_Kingella	Proteobacteria
Otu00946	220	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Pseudomonadales(100);Moraxellaceae(100);Acinetobacter(100);	Otu00946_Acinetobacter	Proteobacteria
Otu00947	73	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu00947_Betaproteobacteria	Proteobacteria
Otu00948	52	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVb(100);	Otu00948_Clostridium_XlVb	Firmicutes
Otu00949	30	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Barnesiella(100);	Otu00949_Barnesiella	Bacteroidetes
Otu00950	84	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00950_Bacteroidetes	Bacteroidetes
Otu00951	161	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(100);	Otu00951_Chitinophagaceae	Bacteroidetes
Otu00952	18	Bacteria(100);Armatimonadetes(100);Armatimonadia(100);Armatimonadales(100);Armatimonadaceae(100);Armatimonas/Armatimonadetes_gp1(100);	Otu00952_Armatimonas	Armatimonadetes
Otu00953	98	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00953_Bacteroidetes	Bacteroidetes
Otu00954	301	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);unclassified(100);	Otu00954_Coriobacteriaceae	Actinobacteria
Otu00955	685	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00955_Clostridiales	Firmicutes
Otu00956	24	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00956_Planctomycetaceae	Planctomycetes
Otu00957	12	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Sporobacter(92);	Otu00957_Sporobacter	Firmicutes
Otu00958	511	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Odoribacter(100);	Otu00958_Odoribacter	Bacteroidetes
Otu00959	45	Bacteria(100);Firmicutes(100);Clostridia(98);Clostridiales(98);unclassified(98);unclassified(98);	Otu00959_Clostridiales	Firmicutes
Otu00960	41	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00960_Clostridiales	Firmicutes
Otu00961	80	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);	Otu00961_Gp6	Acidobacteria
Otu00962	38	Bacteria(100);Proteobacteria(100);unclassified(98);unclassified(98);unclassified(98);unclassified(98);	Otu00962_Proteobacteria	Proteobacteria
Otu00963	7	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(58);	Otu00963_Clostridium_XlVa	Firmicutes
Otu00964	283	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Peptococcaceae_1(100);Peptococcus(100);	Otu00964_Peptococcus	Firmicutes
Otu00965	39	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00965_Bacteria	unclassified
Otu00966	6	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00966_Ruminococcaceae	Firmicutes
Otu00967	22	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00967_Ruminococcaceae	Firmicutes
Otu00968	14	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Mycobacteriaceae(93);Mycobacterium(93);	Otu00968_Mycobacterium	Actinobacteria
Otu00969	177	Bacteria(100);Firmicutes(100);unclassified(98);unclassified(98);unclassified(98);unclassified(98);	Otu00969_Firmicutes	Firmicutes
Otu00970	17	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Gordonibacter(71);	Otu00970_Gordonibacter	Actinobacteria
Otu00971	60	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);Terrimonas(100);	Otu00971_Terrimonas	Bacteroidetes
Otu00972	40	Bacteria(100);Bacteroidetes(100);Sphingobacteriia(100);Sphingobacteriales(100);Chitinophagaceae(100);unclassified(63);	Otu00972_Chitinophagaceae	Bacteroidetes
Otu00973	84	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu00973_Planctomycetaceae	Planctomycetes
Otu00974	63	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);	Otu00974_Rhizobiales	Proteobacteria
Otu00975	40	Bacteria(100);unclassified(95);unclassified(95);unclassified(95);unclassified(95);unclassified(95);	Otu00975_Bacteria	unclassified
Otu00976	347	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Howardella(100);	Otu00976_Howardella	Firmicutes
Otu00977	6	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Butyricicoccus(100);	Otu00977_Butyricicoccus	Firmicutes
Otu00978	5	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu00978_Ruminococcaceae	Firmicutes
Otu00979	57	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(97);Phenylobacterium(97);	Otu00979_Phenylobacterium	Proteobacteria
Otu00980	119	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00980_Bacteria	unclassified
Otu00981	336	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Anaerofilum(98);	Otu00981_Anaerofilum	Firmicutes
Otu00982	9	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(78);unclassified(78);	Otu00982_Ruminococcaceae	Firmicutes
Otu00983	159	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00983_Bacteria	unclassified
Otu00984	8	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00984_Clostridiales	Firmicutes
Otu00985	9	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu00985_Lachnospiraceae	Firmicutes
Otu00986	50	Bacteria(100);Chloroflexi(100);Ktedonobacteria(100);Ktedonobacterales(100);unclassified(92);unclassified(92);	Otu00986_Ktedonobacterales	Chloroflexi
Otu00987	44	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Cardiobacteriales(100);Cardiobacteriaceae(100);Cardiobacterium(100);	Otu00987_Cardiobacterium	Proteobacteria
Otu00988	54	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00988_Clostridiales	Firmicutes
Otu00989	1347	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu00989_Lachnospiraceae	Firmicutes
Otu00990	12	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu00990_Bacteroides	Bacteroidetes
Otu00991	9	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu00991_Lachnospiraceae	Firmicutes
Otu00992	44	Bacteria(100);Firmicutes(98);unclassified(98);unclassified(98);unclassified(98);unclassified(98);	Otu00992_Firmicutes	Firmicutes
Otu00993	67	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu00993_Clostridiales	Firmicutes
Otu00994	234	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu00994_Bacteria	unclassified
Otu00995	44	Bacteria(100);unclassified(85);unclassified(85);unclassified(85);unclassified(85);unclassified(85);	Otu00995_Bacteria	unclassified
Otu00996	89	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);Acetobacteraceae(100);unclassified(72);	Otu00996_Acetobacteraceae	Proteobacteria
