OTU	Size	Taxonomy	taxname	phylum
Otu02241	9	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Kineosporiaceae(100);Kineosporia(78);	Otu02241_Kineosporia	Actinobacteria
Otu02242	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02242_Lachnospiraceae	Firmicutes
Otu02243	14	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02243_Lachnospiraceae	Firmicutes
Otu02244	15	Bacteria(100);Proteobacteria(54);unclassified(54);unclassified(54);unclassified(54);unclassified(54);	Otu02244_Proteobacteria	Proteobacteria
Otu02245	30	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02245_Proteobacteria	Proteobacteria
Otu02246	9	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp2(100);Gp2(100);unclassified(100);unclassified(100);	Otu02246_Gp2	Acidobacteria
Otu02247	13	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Solirubrobacterales(100);unclassified(100);unclassified(100);	Otu02247_Solirubrobacterales	Actinobacteria
Otu02248	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu02248_Bacteroides	Bacteroidetes
Otu02249	10	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02249_Bacteria	unclassified
Otu02250	27	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micromonosporaceae(100);unclassified(100);	Otu02250_Micromonosporaceae	Actinobacteria
Otu02251	8	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02251_Alphaproteobacteria	Proteobacteria
Otu02252	7	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Porphyromonadaceae(100);Parabacteroides(100);	Otu02252_Parabacteroides	Bacteroidetes
Otu02253	14	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu02253_Planctomycetaceae	Planctomycetes
Otu02254	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu02254_Bacteroides	Bacteroidetes
Otu02255	50	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02255_Bacteria	unclassified
Otu02256	9	Bacteria(100);Armatimonadetes(100);Armatimonadia(100);Armatimonadales(100);Armatimonadaceae(100);Armatimonas/Armatimonadetes_gp1(100);	Otu02256_Armatimonas	Armatimonadetes
Otu02257	18	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02257_Bacteria	unclassified
Otu02258	34	Bacteria(100);Verrucomicrobia(100);Subdivision3(100);unclassified(100);unclassified(100);unclassified(100);	Otu02258_Subdivision3	Verrucomicrobia
Otu02259	2	Bacteria(100);Firmicutes(100);Bacilli(100);unclassified(100);unclassified(100);unclassified(100);	Otu02259_Bacilli	Firmicutes
Otu02260	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Clostridium_IV(100);	Otu02260_Clostridium_IV	Firmicutes
Otu02261	2	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02261_Bacteria	unclassified
Otu02262	2	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02262_Proteobacteria	Proteobacteria
Otu02263	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu02263_Clostridiales	Firmicutes
Otu02264	31	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02264_Proteobacteria	Proteobacteria
Otu02265	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Faecalibacterium(100);	Otu02265_Faecalibacterium	Firmicutes
Otu02266	32	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02266_Bacteria	unclassified
Otu02267	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02267_Lachnospiraceae	Firmicutes
Otu02268	2	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);Polyangiaceae(100);Byssovorax(100);	Otu02268_Byssovorax	Proteobacteria
Otu02269	2	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu02269_Planctomycetaceae	Planctomycetes
Otu02270	4	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);	Otu02270_Rhizobiales	Proteobacteria
Otu02271	11	Bacteria(100);Verrucomicrobia(100);Subdivision3(100);unclassified(100);unclassified(100);unclassified(100);	Otu02271_Subdivision3	Verrucomicrobia
Otu02272	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02272_Lachnospiraceae	Firmicutes
Otu02273	3	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02273_Betaproteobacteria	Proteobacteria
Otu02274	41	Bacteria(100);Bacteroidetes(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02274_Bacteroidetes	Bacteroidetes
Otu02275	22	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02275_Lachnospiraceae	Firmicutes
Otu02276	32	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);unclassified(100);unclassified(100);	Otu02276_Bacteroidales	Bacteroidetes
Otu02277	2	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);	Otu02277_Actinomycetales	Actinobacteria
Otu02278	3	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp1(100);Gp1(100);unclassified(100);unclassified(100);	Otu02278_Gp1	Acidobacteria
Otu02279	2	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu02279_Planctomycetaceae	Planctomycetes
Otu02280	4	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02280_Bacteria	unclassified
Otu02281	52	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);Oxalobacteraceae(100);unclassified(100);	Otu02281_Oxalobacteraceae	Proteobacteria
Otu02282	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);	Otu02282_Clostridium_sensu_stricto	Firmicutes
Otu02283	4	Bacteria(100);Deinococcus-Thermus(100);Deinococci(100);Thermales(100);Thermaceae(100);Thermus(100);	Otu02283_Thermus	Deinococcus-Thermus
Otu02284	3	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu02284_Bacteroides	Bacteroidetes
Otu02285	3	Bacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02285_Actinobacteria	Actinobacteria
Otu02286	109	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu02286_Ruminococcaceae	Firmicutes
Otu02287	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02287_Lachnospiraceae	Firmicutes
Otu02288	13	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02288_Alphaproteobacteria	Proteobacteria
Otu02289	13	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp1(100);unclassified(100);unclassified(100);unclassified(100);	Otu02289_Acidobacteria_Gp1	Acidobacteria
Otu02290	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02290_Lachnospiraceae	Firmicutes
Otu02291	4	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);unclassified(100);unclassified(100);	Otu02291_Rhodospirillales	Proteobacteria
Otu02292	1	Bacteria(100);Verrucomicrobia(100);Spartobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02292_Spartobacteria	Verrucomicrobia
Otu02293	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu02293_Clostridium_XlVa	Firmicutes
Otu02294	29	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);	Otu02294_Gp6	Acidobacteria
Otu02295	30	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu02295_Planctomycetaceae	Planctomycetes
Otu02296	1	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02296_Bacteria	unclassified
Otu02297	40	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02297_Bacteria	unclassified
Otu02298	2	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp6(100);Gp6(100);unclassified(100);unclassified(100);	Otu02298_Gp6	Acidobacteria
Otu02299	6	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Legionellales(100);Coxiellaceae(100);Aquicella(100);	Otu02299_Aquicella	Proteobacteria
Otu02300	4	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);Micrococcaceae(100);unclassified(100);	Otu02300_Micrococcaceae	Actinobacteria
Otu02301	1	Bacteria(100);Actinobacteria(100);Actinobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02301_Actinobacteria	Actinobacteria
Otu02302	3	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);unclassified(100);unclassified(100);	Otu02302_Bacteroidales	Bacteroidetes
Otu02303	2	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Acidimicrobiales(100);unclassified(100);unclassified(100);	Otu02303_Acidimicrobiales	Actinobacteria
Otu02304	19	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);	Otu02304_Burkholderiales	Proteobacteria
Otu02305	1	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02305_Bacteria	unclassified
Otu02306	2	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp1(100);Gp1(100);unclassified(100);unclassified(100);	Otu02306_Gp1	Acidobacteria
Otu02307	8	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);unclassified(100);	Otu02307_Lactobacillaceae	Firmicutes
Otu02308	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02308_Lachnospiraceae	Firmicutes
Otu02309	27	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);	Otu02309_Myxococcales	Proteobacteria
Otu02310	5	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02310_Bacteria	unclassified
Otu02311	7	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp2(100);Gp2(100);unclassified(100);unclassified(100);	Otu02311_Gp2	Acidobacteria
Otu02312	29	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp1(100);Gp1(100);unclassified(100);unclassified(100);	Otu02312_Gp1	Acidobacteria
Otu02313	1	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02313_Bacteria	unclassified
Otu02314	8	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02314_Alphaproteobacteria	Proteobacteria
Otu02315	2	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);Aquisphaera(100);	Otu02315_Aquisphaera	Planctomycetes
Otu02316	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);	Otu02316_Clostridium_sensu_stricto	Firmicutes
Otu02317	13	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02317_Bacteria	unclassified
Otu02318	15	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Coriobacteriales(100);Coriobacteriaceae(100);Eggerthella(100);	Otu02318_Eggerthella	Actinobacteria
Otu02319	2	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Hyphomicrobiaceae(100);unclassified(100);	Otu02319_Hyphomicrobiaceae	Proteobacteria
Otu02320	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02320_Lachnospiraceae	Firmicutes
Otu02321	35	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);	Otu02321_Myxococcales	Proteobacteria
Otu02322	21	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02322_Bacteria	unclassified
Otu02323	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu02323_Clostridiales	Firmicutes
Otu02324	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu02324_Clostridiales	Firmicutes
Otu02325	2	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Gp3(100);unclassified(100);unclassified(100);	Otu02325_Gp3	Acidobacteria
Otu02326	40	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Caulobacterales(100);Caulobacteraceae(100);Phenylobacterium(100);	Otu02326_Phenylobacterium	Proteobacteria
Otu02327	29	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02327_Bacteria	unclassified
Otu02328	47	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu02328_Planctomycetaceae	Planctomycetes
Otu02329	38	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02329_Bacteria	unclassified
Otu02330	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02330_Lachnospiraceae	Firmicutes
Otu02331	4	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Gp3(100);unclassified(100);unclassified(100);	Otu02331_Gp3	Acidobacteria
Otu02332	2	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Bifidobacteriales(100);Bifidobacteriaceae(100);Bifidobacterium(100);	Otu02332_Bifidobacterium	Actinobacteria
Otu02333	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Anaerotruncus(100);	Otu02333_Anaerotruncus	Firmicutes
Otu02334	1	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);unclassified(100);	Otu02334_Veillonellaceae	Firmicutes
Otu02335	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02335_Lachnospiraceae	Firmicutes
Otu02336	9	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Butyricicoccus(100);	Otu02336_Butyricicoccus	Firmicutes
Otu02337	1	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp1(100);unclassified(100);unclassified(100);unclassified(100);	Otu02337_Acidobacteria_Gp1	Acidobacteria
Otu02338	2	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02338_Bacteria	unclassified
Otu02339	1	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp1(100);Gp1(100);unclassified(100);unclassified(100);	Otu02339_Gp1	Acidobacteria
Otu02340	21	Bacteria(100);Armatimonadetes(100);Armatimonadetes_gp5(100);unclassified(100);unclassified(100);unclassified(100);	Otu02340_Armatimonadetes_gp5	Armatimonadetes
Otu02341	1	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);Gemmata(100);	Otu02341_Gemmata	Planctomycetes
Otu02342	40	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02342_Bacteria	unclassified
Otu02343	67	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02343_Gammaproteobacteria	Proteobacteria
Otu02344	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02344_Lachnospiraceae	Firmicutes
Otu02345	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);Clostridium_sensu_stricto(100);	Otu02345_Clostridium_sensu_stricto	Firmicutes
Otu02346	17	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp3(100);Gp3(100);unclassified(100);unclassified(100);	Otu02346_Gp3	Acidobacteria
Otu02347	5	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02347_Lachnospiraceae	Firmicutes
Otu02348	39	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Actinomycetales(100);unclassified(100);unclassified(100);	Otu02348_Actinomycetales	Actinobacteria
Otu02349	24	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu02349_Ruminococcaceae	Firmicutes
Otu02350	57	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02350_Alphaproteobacteria	Proteobacteria
Otu02351	1	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Acidaminococcaceae(100);Phascolarctobacterium(100);	Otu02351_Phascolarctobacterium	Firmicutes
Otu02352	7	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);unclassified(100);unclassified(100);	Otu02352_Rhodospirillales	Proteobacteria
Otu02353	22	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Rhodocyclales(100);Rhodocyclaceae(100);Ferribacterium(100);	Otu02353_Ferribacterium	Proteobacteria
Otu02354	19	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);unclassified(100);unclassified(100);	Otu02354_Rhodospirillales	Proteobacteria
Otu02355	1	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02355_Proteobacteria	Proteobacteria
Otu02356	4	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp7(100);Gp7(100);unclassified(100);unclassified(100);	Otu02356_Gp7	Acidobacteria
Otu02357	4	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02357_Alphaproteobacteria	Proteobacteria
Otu02358	2	Bacteria(100);Bacteroidetes(100);Bacteroidia(100);Bacteroidales(100);Bacteroidaceae(100);Bacteroides(100);	Otu02358_Bacteroides	Bacteroidetes
Otu02359	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);unclassified(100);unclassified(100);	Otu02359_Clostridiales	Firmicutes
Otu02360	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Clostridiaceae_1(100);unclassified(100);	Otu02360_Clostridiaceae	Firmicutes
Otu02361	48	Bacteria(100);Actinobacteria(100);Actinobacteria(100);Gaiellales(100);Gaiellaceae(100);Gaiella(100);	Otu02361_Gaiella	Actinobacteria
Otu02362	4	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);unclassified(100);	Otu02362_Planctomycetaceae	Planctomycetes
Otu02363	15	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02363_Deltaproteobacteria	Proteobacteria
Otu02364	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Clostridium_XlVa(100);	Otu02364_Clostridium_XlVa	Firmicutes
Otu02365	4	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02365_Proteobacteria	Proteobacteria
Otu02366	1	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);	Otu02366_Rhizobiales	Proteobacteria
Otu02367	21	Bacteria(100);Verrucomicrobia(100);Spartobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02367_Spartobacteria	Verrucomicrobia
Otu02368	5	Bacteria(100);Acidobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02368_Acidobacteria	Acidobacteria
Otu02369	28	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);unclassified(100);unclassified(100);	Otu02369_Rhizobiales	Proteobacteria
Otu02370	3	Bacteria(100);Verrucomicrobia(100);Verrucomicrobiae(100);Verrucomicrobiales(100);Verrucomicrobiaceae(100);Akkermansia(100);	Otu02370_Akkermansia	Verrucomicrobia
Otu02371	5	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);	Otu02371_Myxococcales	Proteobacteria
Otu02372	1	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02372_Bacteria	unclassified
Otu02373	1	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(100);	Otu02373_Enterobacteriaceae	Proteobacteria
Otu02374	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02374_Lachnospiraceae	Firmicutes
Otu02375	13	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02375_Bacteria	unclassified
Otu02376	2	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp4(100);Gp4(100);unclassified(100);unclassified(100);	Otu02376_Gp4	Acidobacteria
Otu02377	394	Bacteria(100);Proteobacteria(100);Epsilonproteobacteria(100);Campylobacterales(100);Helicobacteraceae(100);Helicobacter(100);	Otu02377_Helicobacter	Proteobacteria
Otu02378	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02378_Lachnospiraceae	Firmicutes
Otu02379	1	Bacteria(100);Verrucomicrobia(100);Spartobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02379_Spartobacteria	Verrucomicrobia
Otu02380	2	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02380_Proteobacteria	Proteobacteria
Otu02381	4	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhizobiales(100);Brucellaceae(100);Ochrobactrum(100);	Otu02381_Ochrobactrum	Proteobacteria
Otu02382	1	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);Enterobacteriales(100);Enterobacteriaceae(100);unclassified(100);	Otu02382_Enterobacteriaceae	Proteobacteria
Otu02383	62	Bacteria(100);Planctomycetes(100);Planctomycetia(100);Planctomycetales(100);Planctomycetaceae(100);Gemmata(100);	Otu02383_Gemmata	Planctomycetes
Otu02384	23	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02384_Bacteria	unclassified
Otu02385	2	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);Lactobacillaceae(100);Lactobacillus(100);	Otu02385_Lactobacillus	Firmicutes
Otu02386	4	Bacteria(100);Armatimonadetes(100);Chthonomonadetes(100);Chthonomonadales(100);Chthonomonadaceae(100);Chthonomonas/Armatimonadetes_gp3(100);	Otu02386_Chthonomonas	Armatimonadetes
Otu02387	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);Ruminococcus2(100);	Otu02387_Ruminococcus2	Firmicutes
Otu02388	18	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Planococcaceae(100);unclassified(100);	Otu02388_Planococcaceae	Firmicutes
Otu02389	3	Bacteria(100);Firmicutes(100);Bacilli(100);Lactobacillales(100);unclassified(100);unclassified(100);	Otu02389_Lactobacillales	Firmicutes
Otu02390	38	Bacteria(100);Acidobacteria(100);Acidobacteria_Gp5(100);Gp5(100);unclassified(100);unclassified(100);	Otu02390_Gp5	Acidobacteria
Otu02391	2	Bacteria(100);Armatimonadetes(100);Chthonomonadetes(100);Chthonomonadales(100);Chthonomonadaceae(100);Chthonomonas/Armatimonadetes_gp3(100);	Otu02391_Chthonomonas	Armatimonadetes
Otu02392	11	Bacteria(100);Proteobacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02392_Proteobacteria	Proteobacteria
Otu02393	28	Bacteria(100);Proteobacteria(100);Deltaproteobacteria(100);Myxococcales(100);unclassified(100);unclassified(100);	Otu02393_Myxococcales	Proteobacteria
Otu02394	1	Bacteria(100);Firmicutes(100);Bacilli(100);Bacillales(100);Staphylococcaceae(100);Staphylococcus(100);	Otu02394_Staphylococcus	Firmicutes
Otu02395	3	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);unclassified(100);unclassified(100);	Otu02395_Rhodospirillales	Proteobacteria
Otu02396	1	Bacteria(100);Proteobacteria(100);Betaproteobacteria(100);Burkholderiales(100);unclassified(100);unclassified(100);	Otu02396_Burkholderiales	Proteobacteria
Otu02397	38	Bacteria(100);Proteobacteria(100);Alphaproteobacteria(100);Rhodospirillales(100);unclassified(100);unclassified(100);	Otu02397_Rhodospirillales	Proteobacteria
Otu02398	3	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02398_Lachnospiraceae	Firmicutes
Otu02399	10	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02399_Bacteria	unclassified
Otu02400	11	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02400_Bacteria	unclassified
Otu02401	3	Bacteria(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);unclassified(100);	Otu02401_Bacteria	unclassified
Otu02402	2	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);unclassified(100);	Otu02402_Ruminococcaceae	Firmicutes
Otu02403	2	Bacteria(100);Proteobacteria(100);Gammaproteobacteria(100);unclassified(100);unclassified(100);unclassified(100);	Otu02403_Gammaproteobacteria	Proteobacteria
Otu02404	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Ruminococcaceae(100);Ruminococcus(100);	Otu02404_Ruminococcus	Firmicutes
Otu02405	1	Bacteria(100);Firmicutes(100);Clostridia(100);Clostridiales(100);Lachnospiraceae(100);unclassified(100);	Otu02405_Lachnospiraceae	Firmicutes
Otu02406	2	Bacteria(100);Firmicutes(100);Negativicutes(100);Selenomonadales(100);Veillonellaceae(100);unclassified(100);	Otu02406_Veillonellaceae	Firmicutes
